project,bug_id,method,tool,tool_version,target_class,trigger_test,seed,search_budget,criterion,algorithm,jacoco_mode,generated_test_count,generation_time,test_compile_time,test_execution_time,total_time,compile_status,test_status,line_coverage_percent,branch_coverage_percent,evosuite_line_percent,evosuite_branch_percent,tests_run_fixed,tests_failed_fixed,tests_run_buggy,tests_failed_buggy,failing_tests_buggy,fault_detected,timeout,error_type,error_message,result_path,log_path
Lang,1,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.math.NumberUtilsTest::TestLang747,1,60,LINE:BRANCH:EXCEPTION,default,offline,115,82.2,0.7,1.5,89.2,SUCCESS,SUCCESS,88.95,79.43,94.0,82.0,115,0,115,0,,False,False,,,EvoSuite/Result_Round1/Lang_1/budget60_seed1,EvoSuite/Result_Round1/Lang_1/budget60_seed1/run.log
Lang,1,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.math.NumberUtilsTest::TestLang747,1,120,LINE:BRANCH:EXCEPTION,default,offline,120,144.3,0.8,1.6,152.0,SUCCESS,SUCCESS,92.37,84.29,96.0,85.0,120,0,120,0,,False,False,,,EvoSuite/Result_Round2/Lang_1/budget120_seed1,EvoSuite/Result_Round2/Lang_1/budget120_seed1/run.log
Lang,3,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.math.NumberUtilsTest::testStringCreateNumberEnsureNoPrecisionLoss,1,60,LINE:BRANCH:EXCEPTION,default,offline,119,83.1,0.7,1.6,90.4,SUCCESS,SUCCESS,89.6,82.84,95.0,85.0,119,0,119,0,,False,False,,,EvoSuite/Result_Round1/Lang_3/budget60_seed1,EvoSuite/Result_Round1/Lang_3/budget60_seed1/run.log
Lang,4,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.text.translate.LookupTranslator,org.apache.commons.lang3.text.translate.LookupTranslatorTest::testLang882,1,60,LINE:BRANCH:EXCEPTION,default,offline,8,7.4,0.6,1.2,32.6,SUCCESS,SUCCESS,100.0,100.0,100.0,100.0,8,0,8,1,test1(org.apache.commons.lang3.text.translate.LookupTranslator_ESTest),True,False,,,EvoSuite/Result_Round1/Lang_4/budget60_seed1,EvoSuite/Result_Round1/Lang_4/budget60_seed1/run.log
Lang,5,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.LocaleUtils,org.apache.commons.lang3.LocaleUtilsTest::testLang865,1,60,LINE:BRANCH:EXCEPTION,default,offline,27,69.1,0.6,1.3,95.9,SUCCESS,SUCCESS,94.51,87.14,80.0,78.0,27,0,27,1,test19(org.apache.commons.lang3.LocaleUtils_ESTest),True,False,,,EvoSuite/Result_Round1/Lang_5/budget60_seed1,EvoSuite/Result_Round1/Lang_5/budget60_seed1/run.log
Lang,6,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.text.translate.CharSequenceTranslator,org.apache.commons.lang3.StringUtilsTest::testEscapeSurrogatePairs,1,60,LINE:BRANCH:EXCEPTION,default,offline,13,70.5,0.6,1.3,96.6,SUCCESS,SUCCESS,93.33,100.0,93.0,100.0,13,0,13,0,,False,False,,,EvoSuite/Result_Round1/Lang_6/budget60_seed1,EvoSuite/Result_Round1/Lang_6/budget60_seed1/run.log
Lang,7,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber,1,60,LINE:BRANCH:EXCEPTION,default,offline,129,84.1,0.7,1.6,109.7,SUCCESS,SUCCESS,88.68,81.42,94.0,84.0,129,0,129,1,test087(org.apache.commons.lang3.math.NumberUtils_ESTest),True,False,,,EvoSuite/Result_Round1/Lang_7/budget60_seed1,EvoSuite/Result_Round1/Lang_7/budget60_seed1/run.log
Lang,8,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.time.FastDatePrinter,org.apache.commons.lang3.time.FastDateFormat_PrinterTest::testCalendarTimezoneRespected;org.apache.commons.lang3.time.FastDatePrinterTest::testCalendarTimezoneRespected,1,60,LINE:BRANCH:EXCEPTION,default,offline,0,66.3,,,,,TOOL_ERROR,,,,,,,,,,False,False,TOOL_ERROR,EvoSuite produced no test files,EvoSuite/Result_Round1/Lang_8/budget60_seed1,EvoSuite/Result_Round1/Lang_8/budget60_seed1/run.log
Lang,9,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.time.FastDateParser,org.apache.commons.lang3.time.FastDateFormat_ParserTest::testLANG_832;org.apache.commons.lang3.time.FastDateParserTest::testLANG_832,1,60,LINE:BRANCH:EXCEPTION,default,offline,51,77.3,0.7,2.2,103.5,SUCCESS,SUCCESS,90.22,81.44,77.0,75.0,51,0,51,23,test33(org.apache.commons.lang3.time.FastDateParser_ESTest);test31(org.apache.commons.lang3.time.FastDateParser_ESTest);test32(org.apache.commons.lang3.time.FastDateParser_ESTest);test28(org.apache.commons.lang3.time.FastDateParser_ESTest);test23(org.apache.commons.lang3.time.FastDateParser_ESTest),True,False,,,EvoSuite/Result_Round1/Lang_9/budget60_seed1,EvoSuite/Result_Round1/Lang_9/budget60_seed1/run.log
Lang,10,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.time.FastDateParser,org.apache.commons.lang3.time.FastDateFormat_ParserTest::testLANG_831;org.apache.commons.lang3.time.FastDateParserTest::testLANG_831,1,60,LINE:BRANCH:EXCEPTION,default,offline,45,76.1,0.7,2.3,102.6,SUCCESS,SUCCESS,93.41,91.58,81.0,78.0,45,0,45,1,test35(org.apache.commons.lang3.time.FastDateParser_ESTest),True,False,,,EvoSuite/Result_Round1/Lang_10/budget60_seed1,EvoSuite/Result_Round1/Lang_10/budget60_seed1/run.log
Lang,11,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.RandomStringUtils,org.apache.commons.lang3.RandomStringUtilsTest::testLANG807,1,60,LINE:BRANCH:EXCEPTION,default,offline,32,97.1,0.6,1.3,122.7,SUCCESS,SUCCESS,79.31,91.07,91.0,95.0,32,0,32,2,test25(org.apache.commons.lang3.RandomStringUtils_ESTest);test14(org.apache.commons.lang3.RandomStringUtils_ESTest),True,False,,,EvoSuite/Result_Round1/Lang_11/budget60_seed1,EvoSuite/Result_Round1/Lang_11/budget60_seed1/run.log
Lang,12,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.RandomStringUtils,org.apache.commons.lang3.RandomStringUtilsTest::testExceptions;org.apache.commons.lang3.RandomStringUtilsTest::testLANG805,1,60,LINE:BRANCH:EXCEPTION,default,offline,34,107.7,0.7,1.4,134.6,SUCCESS,SUCCESS,75.0,88.89,89.0,94.0,34,0,34,3,test25(org.apache.commons.lang3.RandomStringUtils_ESTest);test06(org.apache.commons.lang3.RandomStringUtils_ESTest);test28(org.apache.commons.lang3.RandomStringUtils_ESTest),True,False,,,EvoSuite/Result_Round1/Lang_12/budget60_seed1,EvoSuite/Result_Round1/Lang_12/budget60_seed1/run.log
Lang,13,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.SerializationUtils,org.apache.commons.lang3.SerializationUtilsTest::testPrimitiveTypeClassSerialization,1,60,LINE:BRANCH:EXCEPTION,default,offline,12,98.1,0.6,1.0,123.8,SUCCESS,SUCCESS,80.39,92.86,76.0,68.0,12,0,12,0,,False,False,,,EvoSuite/Result_Round1/Lang_13/budget60_seed1,EvoSuite/Result_Round1/Lang_13/budget60_seed1/run.log
Lang,14,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testEquals,1,60,LINE:BRANCH:EXCEPTION,default,offline,427,159.6,0.9,2.6,185.7,SUCCESS,SUCCESS,93.83,90.48,94.0,91.0,427,0,427,0,,False,False,,,EvoSuite/Result_Round1/Lang_14/budget60_seed1,EvoSuite/Result_Round1/Lang_14/budget60_seed1/run.log
Lang,15,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.reflect.TypeUtils,org.apache.commons.lang3.reflect.TypeUtilsTest::testGetTypeArguments;org.apache.commons.lang3.reflect.TypeUtilsTest::testIsAssignable,1,60,LINE:BRANCH:EXCEPTION,default,offline,35,72.8,0.7,1.9,98.7,SUCCESS,SUCCESS,39.13,35.11,40.0,35.0,35,0,35,0,,False,False,,,EvoSuite/Result_Round1/Lang_15/budget60_seed1,EvoSuite/Result_Round1/Lang_15/budget60_seed1/run.log
Lang,16,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber,1,60,LINE:BRANCH:EXCEPTION,default,offline,128,83.9,0.7,1.7,110.8,SUCCESS,SUCCESS,88.0,79.83,94.0,83.0,128,0,128,2,test103(org.apache.commons.lang3.math.NumberUtils_ESTest);test104(org.apache.commons.lang3.math.NumberUtils_ESTest),True,False,,,EvoSuite/Result_Round1/Lang_16/budget60_seed1,EvoSuite/Result_Round1/Lang_16/budget60_seed1/run.log
Lang,17,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.text.translate.CharSequenceTranslator,org.apache.commons.lang3.StringEscapeUtilsTest::testLang720,1,60,LINE:BRANCH:EXCEPTION,default,offline,13,70.4,0.7,1.3,96.2,SUCCESS,SUCCESS,93.33,100.0,93.0,100.0,13,0,13,0,,False,False,,,EvoSuite/Result_Round1/Lang_17/budget60_seed1,EvoSuite/Result_Round1/Lang_17/budget60_seed1/run.log
Lang,19,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testUnfinishedEntity;org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testOutOfBounds,1,60,LINE:BRANCH:EXCEPTION,default,offline,5,65.7,0.6,1.2,90.0,SUCCESS,SUCCESS,12.5,13.16,12.0,15.0,5,0,5,0,,False,False,,,EvoSuite/Result_Round1/Lang_19/budget60_seed1,EvoSuite/Result_Round1/Lang_19/budget60_seed1/run.log
Lang,20,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.StringUtilsTest::testJoin_ArrayChar;org.apache.commons.lang3.StringUtilsTest::testJoin_Objectarray,1,60,LINE:BRANCH:EXCEPTION,default,offline,442,168.6,1.0,6.1,199.2,SUCCESS,SUCCESS,93.07,91.53,94.0,92.0,442,0,442,1,test236(org.apache.commons.lang3.StringUtils_ESTest),True,False,,,EvoSuite/Result_Round1/Lang_20/budget60_seed1,EvoSuite/Result_Round1/Lang_20/budget60_seed1/run.log
Lang,21,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.time.DateUtils,org.apache.commons.lang3.time.DateUtilsTest::testIsSameLocalTime_Cal,1,60,LINE:BRANCH:EXCEPTION,default,offline,126,112.9,0.8,0.4,137.5,SUCCESS,RUNTIME_FAIL,,,99.0,95.0,1,1,1,1,initializationError(org.apache.commons.lang3.time.DateUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_21/budget60_seed1,EvoSuite/Result_Round1/Lang_21/budget60_seed1/run.log
Lang,22,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.math.Fraction,org.apache.commons.lang3.math.FractionTest::testReducedFactory_int_int;org.apache.commons.lang3.math.FractionTest::testReduce,1,60,LINE:BRANCH:EXCEPTION,default,offline,60,84.7,0.7,0.3,107.1,SUCCESS,RUNTIME_FAIL,,,97.0,91.0,1,1,1,1,initializationError(org.apache.commons.lang3.math.Fraction_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_22/budget60_seed1,EvoSuite/Result_Round1/Lang_22/budget60_seed1/run.log
Lang,23,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.text.ExtendedMessageFormat,org.apache.commons.lang3.text.ExtendedMessageFormatTest::testEqualsHashcode,1,60,LINE:BRANCH:EXCEPTION,default,offline,28,70.4,0.6,0.5,93.5,SUCCESS,RUNTIME_FAIL,,,55.0,46.0,1,1,1,1,initializationError(org.apache.commons.lang3.text.ExtendedMessageFormat_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_23/budget60_seed1,EvoSuite/Result_Round1/Lang_23/budget60_seed1/run.log
Lang,24,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.math.NumberUtilsTest::testIsNumber,1,60,LINE:BRANCH:EXCEPTION,default,offline,132,83.7,0.7,0.4,106.4,SUCCESS,RUNTIME_FAIL,,,96.0,87.0,1,1,1,1,initializationError(org.apache.commons.lang3.math.NumberUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_24/budget60_seed1,EvoSuite/Result_Round1/Lang_24/budget60_seed1/run.log
Lang,26,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormatTest::testLang645,1,60,LINE:BRANCH:EXCEPTION,default,offline,0,66.2,,,,,TOOL_ERROR,,,,,,,,,,False,False,TOOL_ERROR,EvoSuite produced no test files,EvoSuite/Result_Round1/Lang_26/budget60_seed1,EvoSuite/Result_Round1/Lang_26/budget60_seed1/run.log
Lang,27,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber,1,60,LINE:BRANCH:EXCEPTION,default,offline,127,84.4,0.7,0.4,107.7,SUCCESS,RUNTIME_FAIL,,,94.0,84.0,1,1,1,1,initializationError(org.apache.commons.lang3.math.NumberUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_27/budget60_seed1,EvoSuite/Result_Round1/Lang_27/budget60_seed1/run.log
Lang,28,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest::testSupplementaryUnescaping,1,60,LINE:BRANCH:EXCEPTION,default,offline,5,65.8,0.6,0.3,88.9,SUCCESS,RUNTIME_FAIL,,,56.0,59.0,1,1,1,1,initializationError(org.apache.commons.lang3.text.translate.NumericEntityUnescaper_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_28/budget60_seed1,EvoSuite/Result_Round1/Lang_28/budget60_seed1/run.log
Lang,29,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.SystemUtils,org.apache.commons.lang3.SystemUtilsTest::testJavaVersionAsInt,1,60,LINE:BRANCH:EXCEPTION,default,offline,29,69.8,0.6,0.3,93.1,SUCCESS,RUNTIME_FAIL,,,74.0,73.0,1,1,1,1,initializationError(org.apache.commons.lang3.SystemUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_29/budget60_seed1,EvoSuite/Result_Round1/Lang_29/budget60_seed1/run.log
Lang,30,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_CharArrayWithSupplementaryChars;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_StringWithSupplementaryChars;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAny_StringCharArrayWithBadSupplementaryChars;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAnyBut_StringStringWithSupplementaryChars;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAny_StringWithBadSupplementaryChars;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAny_StringCharArrayWithSupplementaryChars;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAnyBut_StringCharArrayWithSupplementaryChars;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_StringWithBadSupplementaryChars;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testIndexOfAny_StringStringWithSupplementaryChars;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsNone_CharArrayWithBadSupplementaryChars,1,60,LINE:BRANCH:EXCEPTION,default,offline,419,194.3,0.9,0.5,217.4,SUCCESS,RUNTIME_FAIL,,,93.0,91.0,1,1,1,1,initializationError(org.apache.commons.lang3.StringUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_30/budget60_seed1,EvoSuite/Result_Round1/Lang_30/budget60_seed1/run.log
Lang,31,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAnyCharArrayWithSupplementaryChars;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest::testContainsAnyStringWithSupplementaryChars,1,60,LINE:BRANCH:EXCEPTION,default,offline,428,188.0,1.0,0.5,212.4,SUCCESS,RUNTIME_FAIL,,,95.0,95.0,1,1,1,1,initializationError(org.apache.commons.lang3.StringUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_31/budget60_seed1,EvoSuite/Result_Round1/Lang_31/budget60_seed1/run.log
Lang,32,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.builder.HashCodeBuilder,org.apache.commons.lang3.builder.HashCodeBuilderTest::testReflectionObjectCycle,1,60,LINE:BRANCH:EXCEPTION,default,offline,38,73.4,0.7,0.3,96.4,SUCCESS,RUNTIME_FAIL,,,90.0,86.0,1,1,1,1,initializationError(org.apache.commons.lang3.builder.HashCodeBuilder_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_32/budget60_seed1,EvoSuite/Result_Round1/Lang_32/budget60_seed1/run.log
Lang,33,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.ClassUtils,org.apache.commons.lang3.ClassUtilsTest::testToClass_object,1,60,LINE:BRANCH:EXCEPTION,default,offline,65,76.0,0.7,0.3,99.0,SUCCESS,RUNTIME_FAIL,,,76.0,67.0,1,1,1,1,initializationError(org.apache.commons.lang3.ClassUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_33/budget60_seed1,EvoSuite/Result_Round1/Lang_33/budget60_seed1/run.log
Lang,34,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.builder.ToStringStyle,org.apache.commons.lang3.builder.ToStringBuilderTest::testObjectCycle;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionHierarchy;org.apache.commons.lang3.builder.ToStringBuilderTest::testSelfInstanceTwoVarsReflectionObjectCycle;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionArrayCycle;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionLongArrayArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionArrayArrayCycle;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionFloatArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionDoubleArrayArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionBooleanArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionyteArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionDoubleArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionIntArrayArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionLongArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionhortArrayArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionObjectArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionObjectCycle;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionBooleanArrayArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testSimpleReflectionObjectCycle;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionByteArrayArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionArrayCycleLevel2;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionArrayAndObjectCycle;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionCharArrayArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionShortArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testSelfInstanceVarReflectionObjectCycle;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionIntArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionCharArray;org.apache.commons.lang3.builder.ToStringBuilderTest::testReflectionFloatArrayArray,1,60,LINE:BRANCH:EXCEPTION,default,offline,170,91.0,1.0,0.4,115.2,SUCCESS,RUNTIME_FAIL,,,86.0,82.0,1,1,1,1,initializationError(org.apache.commons.lang3.builder.ToStringStyle_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_34/budget60_seed1,EvoSuite/Result_Round1/Lang_34/budget60_seed1/run.log
Lang,35,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.ArrayUtils,org.apache.commons.lang3.ArrayUtilsAddTest::testLANG571,1,60,LINE:BRANCH:EXCEPTION,default,offline,363,120.9,1.1,0.4,144.5,SUCCESS,RUNTIME_FAIL,,,99.0,97.0,1,1,1,1,initializationError(org.apache.commons.lang3.ArrayUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_35/budget60_seed1,EvoSuite/Result_Round1/Lang_35/budget60_seed1/run.log
Lang,36,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.math.NumberUtils,org.apache.commons.lang3.math.NumberUtilsTest::testCreateNumber;org.apache.commons.lang3.math.NumberUtilsTest::testIsNumber,1,60,LINE:BRANCH:EXCEPTION,default,offline,128,84.3,0.8,0.4,108.4,SUCCESS,RUNTIME_FAIL,,,94.0,84.0,1,1,1,1,initializationError(org.apache.commons.lang3.math.NumberUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_36/budget60_seed1,EvoSuite/Result_Round1/Lang_36/budget60_seed1/run.log
Lang,37,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.ArrayUtils,org.apache.commons.lang3.ArrayUtilsAddTest::testJira567,1,60,LINE:BRANCH:EXCEPTION,default,offline,366,120.8,1.0,0.4,144.4,SUCCESS,RUNTIME_FAIL,,,99.0,97.0,1,1,1,1,initializationError(org.apache.commons.lang3.ArrayUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_37/budget60_seed1,EvoSuite/Result_Round1/Lang_37/budget60_seed1/run.log
Lang,38,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.time.FastDateFormat,org.apache.commons.lang3.time.FastDateFormatTest::testLang538,1,60,LINE:BRANCH:EXCEPTION,default,offline,0,66.7,,,,,TOOL_ERROR,,,,,,,,,,False,False,TOOL_ERROR,EvoSuite produced no test files,EvoSuite/Result_Round1/Lang_38/budget60_seed1,EvoSuite/Result_Round1/Lang_38/budget60_seed1/run.log
Lang,39,SBST,EvoSuite,1.2.0,org.apache.commons.lang3.StringUtils,org.apache.commons.lang3.StringUtilsTest::testReplace_StringStringArrayStringArray,1,60,LINE:BRANCH:EXCEPTION,default,offline,402,148.8,1.0,0.4,172.4,SUCCESS,RUNTIME_FAIL,,,93.0,94.0,1,1,1,1,initializationError(org.apache.commons.lang3.StringUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_39/budget60_seed1,EvoSuite/Result_Round1/Lang_39/budget60_seed1/run.log
Lang,40,SBST,EvoSuite,1.2.0,org.apache.commons.lang.StringUtils,org.apache.commons.lang.StringUtilsEqualsIndexOfTest::testContainsIgnoreCase_LocaleIndependence,1,60,LINE:BRANCH:EXCEPTION,default,offline,392,183.0,0.9,0.4,205.9,SUCCESS,RUNTIME_FAIL,,,97.0,95.0,1,1,1,1,initializationError(org.apache.commons.lang.StringUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_40/budget60_seed1,EvoSuite/Result_Round1/Lang_40/budget60_seed1/run.log
Lang,41,SBST,EvoSuite,1.2.0,org.apache.commons.lang.ClassUtils,org.apache.commons.lang.ClassUtilsTest::test_getShortClassName_Class;org.apache.commons.lang.ClassUtilsTest::test_getPackageName_Class,1,60,LINE:BRANCH:EXCEPTION,default,offline,64,77.5,0.8,0.4,100.5,SUCCESS,RUNTIME_FAIL,,,76.0,65.0,1,1,1,1,initializationError(org.apache.commons.lang.ClassUtils_ESTest),False,False,JACOCO_NO_DATA,JaCoCo produced no coverage for target class,EvoSuite/Result_Round1/Lang_41/budget60_seed1,EvoSuite/Result_Round1/Lang_41/budget60_seed1/run.log
Lang,42,SBST,EvoSuite,1.2.0,org.apache.commons.lang.Entities,org.apache.commons.lang.StringEscapeUtilsTest::testEscapeHtmlHighUnicode,1,60,LINE:BRANCH:EXCEPTION,default,offline,34,78.8,0.7,1.3,105.3,SUCCESS,SUCCESS,78.7,71.05,89.0,84.0,33,0,33,0,,False,False,,,EvoSuite/Result_Round1/Lang_42/budget60_seed1,EvoSuite/Result_Round1/Lang_42/budget60_seed1/run.log
Lang,43,SBST,EvoSuite,1.2.0,org.apache.commons.lang.text.ExtendedMessageFormat,org.apache.commons.lang.text.ExtendedMessageFormatTest::testEscapedQuote_LANG_477,1,60,LINE:BRANCH:EXCEPTION,default,offline,23,69.7,0.7,1.3,95.6,SUCCESS,SUCCESS,56.29,43.43,56.0,48.0,23,0,23,0,,False,False,,,EvoSuite/Result_Round1/Lang_43/budget60_seed1,EvoSuite/Result_Round1/Lang_43/budget60_seed1/run.log
Lang,44,SBST,EvoSuite,1.2.0,org.apache.commons.lang.NumberUtils,org.apache.commons.lang.NumberUtilsTest::testLang457,1,60,LINE:BRANCH:EXCEPTION,default,offline,69,73.9,0.6,1.3,98.6,SUCCESS,SUCCESS,81.25,72.27,87.0,74.0,69,0,69,0,,False,False,,,EvoSuite/Result_Round1/Lang_44/budget60_seed1,EvoSuite/Result_Round1/Lang_44/budget60_seed1/run.log
Lang,45,SBST,EvoSuite,1.2.0,org.apache.commons.lang.WordUtils,org.apache.commons.lang.WordUtilsTest::testAbbreviate,1,60,LINE:BRANCH:EXCEPTION,default,offline,34,71.3,0.6,1.3,95.4,SUCCESS,SUCCESS,99.29,99.04,99.0,99.0,34,0,34,1,test05(org.apache.commons.lang.WordUtils_ESTest),True,False,,,EvoSuite/Result_Round1/Lang_45/budget60_seed1,EvoSuite/Result_Round1/Lang_45/budget60_seed1/run.log
Lang,46,SBST,EvoSuite,1.2.0,org.apache.commons.lang.StringEscapeUtils,org.apache.commons.lang.StringEscapeUtilsTest::testEscapeJavaWithSlash,1,60,LINE:BRANCH:EXCEPTION,default,offline,49,71.7,0.6,1.4,96.0,SUCCESS,SUCCESS,69.82,79.82,70.0,82.0,49,0,49,0,,False,False,,,EvoSuite/Result_Round1/Lang_46/budget60_seed1,EvoSuite/Result_Round1/Lang_46/budget60_seed1/run.log
